name,ward,lat,lng,zone,railway_stations,metro_stations,bus_stops,colleges,schools,offices,malls,hospitals,parking_lots,tourist_spots,existing_cafes,existing_restaurants,existing_gyms,restaurant_count,restaurant_rating,restaurant_viability,restaurant_viability_norm,cafe_count,cafe_rating,cafe_viability,cafe_viability_norm,gym_count,gym_rating,gym_viability,gym_viability_norm,pharmacy_count,pharmacy_rating,pharmacy_viability,pharmacy_viability_norm,beauty_salon_count,beauty_salon_rating,beauty_salon_viability,beauty_salon_viability_norm,store_count,store_rating,store_viability,store_viability_norm,school_count,school_rating,school_viability,school_viability_norm,lodging_count,lodging_rating,lodging_viability,lodging_viability_norm,bar_count,bar_rating,bar_viability,bar_viability_norm,night_club_count,night_club_rating,night_club_viability,night_club_viability_norm,reckoner_rate,est_rent_sqft,rent_tier,overall_footfall,morning_footfall,afternoon_footfall,evening_footfall,office_hr_footfall,weekend_footfall,norm_offices,norm_colleges,norm_rent,cluster_id,cluster_label,restaurant_saturation,cafe_saturation,gym_saturation,pharmacy_saturation,beauty_salon_saturation,store_saturation,school_saturation,lodging_saturation,bar_saturation,night_club_saturation,footfall_multiplier,restaurant_est_revenue_lakhs,restaurant_est_rent_cost_lakhs,restaurant_est_roi_pct,cafe_est_revenue_lakhs,cafe_est_rent_cost_lakhs,cafe_est_roi_pct,gym_est_revenue_lakhs,gym_est_rent_cost_lakhs,gym_est_roi_pct,pharmacy_est_revenue_lakhs,pharmacy_est_rent_cost_lakhs,pharmacy_est_roi_pct,beauty_salon_est_revenue_lakhs,beauty_salon_est_rent_cost_lakhs,beauty_salon_est_roi_pct,store_est_revenue_lakhs,store_est_rent_cost_lakhs,store_est_roi_pct,school_est_revenue_lakhs,school_est_rent_cost_lakhs,school_est_roi_pct,lodging_est_revenue_lakhs,lodging_est_rent_cost_lakhs,lodging_est_roi_pct,bar_est_revenue_lakhs,bar_est_rent_cost_lakhs,bar_est_roi_pct,night_club_est_revenue_lakhs,night_club_est_rent_cost_lakhs,night_club_est_roi_pct,restaurant_market_tag,cafe_market_tag,gym_market_tag,pharmacy_market_tag,beauty_salon_market_tag,store_market_tag,school_market_tag,lodging_market_tag,bar_market_tag,night_club_market_tag,restaurant_expected_count,restaurant_gap,cafe_expected_count,cafe_gap,gym_expected_count,gym_gap,pharmacy_expected_count,pharmacy_gap,beauty_salon_expected_count,beauty_salon_gap,store_expected_count,store_gap,school_expected_count,school_gap,lodging_expected_count,lodging_gap,bar_expected_count,bar_gap,night_club_expected_count,night_club_gap
Thane (West),TMC-A,19.2183,72.9781,Thane,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.6,23.18,2.0,2,4.7,10.33,2.2,4,4.4,28.33,14.5,11,4.7,128.47,20.8,2,4.3,9.45,2.9,26,4.4,377.04,21.7,5,4.5,40.31,27.3,7,4.6,66.96,34.3,3,3.6,14.97,10.3,0,0.0,0.0,0.0,25000,125.0,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,3,Mixed-Use Locality,4.0,2.0,4.0,11.0,2.0,26.0,5.0,7.0,3.0,0.0,0.5,0.06,1.0,-94.0,0.04,0.62,-93.5,0.18,1.88,-90.4,0.42,0.38,10.5,0.03,0.5,-94.0,0.6,0.75,-20.0,1.09,2.5,-56.4,1.2,3.75,-68.0,0.26,0.88,-70.5,0.0,1.5,-100.0,Low Demand,Saturated,Saturated,Saturated,Saturated,Saturated,Growing,Growing,Saturated,Low Demand,24.2,20.2,10.8,8.8,5.6,1.6,14.2,3.2,6.6,4.6,32.9,6.9,5.0,0.0,3.6,-3.4,5.1,2.1,1.8,1.8
Thane (East),TMC-B,19.2143,72.996,Thane,0,0,2,0,0,0,8,4,0,8,0,0,0,4,4.3,27.68,2.4,13,4.5,154.38,32.6,0,0.0,0.0,0.0,7,4.4,64.05,10.3,9,3.5,72.53,21.9,21,4.1,266.14,15.3,5,3.7,33.15,22.4,3,4.5,18.71,9.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20000,100.0,moderate,4.9,0.4,12.9,13.1,0.8,16.2,0.0,0.0,26.666666666666668,3,Mixed-Use Locality,0.678,2.203,0.0,1.186,1.525,3.559,0.847,0.508,0.0,0.0,0.5786516853932584,0.08,0.8,-90.0,0.66,0.5,32.0,0.0,1.5,-100.0,0.24,0.3,-20.0,0.25,0.4,-37.5,0.49,0.6,-18.3,1.04,2.0,-48.0,0.39,3.0,-87.0,0.0,0.7,-100.0,0.0,1.2,-100.0,Low Demand,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Growing,Low Demand,Low Demand,Low Demand,16.6,12.6,12.4,-0.6,6.1,6.1,15.0,8.0,8.0,-1.0,29.9,8.9,3.6,-1.4,5.0,2.0,2.9,2.9,1.1,1.1
Kopri,TMC-C,19.2071,72.999,Thane,0,0,6,0,0,0,2,8,0,2,0,2,2,22,3.7,255.23,22.5,7,3.8,55.31,11.7,6,4.6,53.71,27.5,5,3.8,34.04,5.5,9,3.8,78.75,23.8,17,4.6,226.03,13.0,0,0.0,0.0,0.0,7,4.2,61.14,31.3,2,4.4,9.67,6.7,1,4.3,2.98,9.6,20000,100.0,moderate,1.2,1.2,3.2,3.3,2.4,4.1,0.0,0.0,26.666666666666668,3,Mixed-Use Locality,10.0,3.182,2.727,2.273,4.091,7.727,0.0,3.182,0.909,0.455,0.5192616372391653,0.7,0.8,-12.5,0.21,0.5,-58.0,0.36,1.5,-76.0,0.11,0.3,-63.3,0.25,0.4,-37.5,0.37,0.6,-38.3,0.0,2.0,-100.0,1.14,3.0,-62.0,0.17,0.7,-75.7,0.32,1.2,-73.3,Growing,Saturated,Growing,Low Demand,Saturated,Low Demand,Low Demand,Growing,Low Demand,Growing,13.8,-8.2,6.5,-0.5,3.8,-2.2,11.5,6.5,5.1,-3.9,25.0,8.0,2.6,2.6,3.4,-3.6,2.9,0.9,0.4,-0.6
Naupada,TMC-D,19.1998,72.9818,Thane,0,0,42,6,18,6,26,54,2,48,0,0,0,4,3.5,22.53,2.0,9,4.4,91.18,19.2,6,4.4,51.37,26.3,13,4.8,164.68,26.6,6,3.6,42.03,12.7,13,4.5,154.38,8.9,1,4.8,3.33,2.3,6,4.3,50.2,25.7,0,0.0,0.0,0.0,2,3.9,8.57,27.7,26000,130.0,moderate,24.4,14.3,46.9,46.2,20.0,58.3,6.382978723404255,16.666666666666664,34.66666666666667,1,Mixed-Use Locality,0.157,0.354,0.236,0.512,0.236,0.512,0.039,0.236,0.0,0.079,0.891653290529695,0.11,1.04,-89.4,0.6,0.65,-7.7,0.59,1.95,-69.7,0.95,0.39,143.6,0.23,0.52,-55.8,0.44,0.78,-43.6,0.16,2.6,-93.8,1.6,3.9,-59.0,0.0,0.91,-100.0,1.61,1.56,3.2,Low Demand,Low Demand,Blue Ocean,Low Demand,Low Demand,Low Demand,Low Demand,Growing,Low Demand,Growing,29.5,25.5,7.8,-1.2,4.6,-1.4,15.6,2.6,12.4,6.4,31.6,18.6,4.5,3.5,4.6,-1.4,3.0,3.0,1.5,-0.5
Vartak Nagar,TMC-E,19.2293,72.969,Thane,4,8,28,2,18,38,12,24,8,20,12,14,10,19,4.5,256.14,22.6,12,4.0,123.12,26.0,2,4.0,8.79,4.5,5,4.3,38.52,6.2,9,4.0,82.89,25.0,35,4.5,564.4,32.5,5,3.6,32.25,21.8,2,3.9,8.57,4.4,5,3.7,33.15,22.9,1,3.8,2.63,8.5,20000,100.0,moderate,25.5,25.6,32.5,29.5,34.1,26.2,40.42553191489361,5.555555555555555,26.666666666666668,1,Mixed-Use Locality,0.717,0.453,0.075,0.189,0.34,1.321,0.189,0.075,0.189,0.038,0.9093097913322632,1.23,0.8,53.7,0.83,0.5,66.0,0.1,1.5,-93.3,0.23,0.3,-23.3,0.45,0.4,12.5,1.63,0.6,171.7,1.59,2.0,-20.5,0.28,3.0,-90.7,1.04,0.7,48.6,0.5,1.2,-58.3,Blue Ocean,Blue Ocean,Low Demand,Low Demand,Low Demand,Blue Ocean,Blue Ocean,Low Demand,Growing,Low Demand,23.4,4.4,9.0,-3.0,3.6,1.6,19.1,14.1,10.0,1.0,39.4,4.4,5.6,0.6,6.0,4.0,2.6,-2.4,0.4,-0.6
Wagle Estate,TMC-F,19.1987,72.9627,Thane,0,0,30,0,6,14,26,52,0,50,0,10,6,6,3.6,42.03,3.7,9,3.8,78.75,16.6,4,4.4,28.33,14.5,12,4.7,144.66,23.4,4,3.7,23.82,7.2,20,4.8,292.27,16.8,1,4.4,3.05,2.1,2,3.6,7.91,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22000,110.0,moderate,22.0,12.0,47.9,48.1,19.4,55.1,14.893617021276595,0.0,29.33333333333333,1,Mixed-Use Locality,0.261,0.391,0.174,0.522,0.174,0.87,0.043,0.087,0.0,0.0,0.8531300160513644,0.19,0.88,-78.4,0.5,0.55,-9.1,0.31,1.65,-81.2,0.8,0.33,142.4,0.12,0.44,-72.7,0.79,0.66,19.7,0.14,2.2,-93.6,0.24,3.3,-92.7,0.0,0.77,-100.0,0.0,1.32,-100.0,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,34.8,28.8,8.4,-0.6,6.2,2.2,17.9,5.9,13.8,9.8,40.1,20.1,4.6,3.6,5.5,3.5,3.4,3.4,2.5,2.5
Manpada,TMC-G,19.1908,73.0182,Thane,2,0,4,0,4,0,0,4,0,0,0,0,0,7,4.2,61.14,5.4,2,4.3,9.45,2.0,3,4.0,16.64,8.5,8,3.6,63.28,10.2,9,3.9,80.82,24.4,38,4.8,668.23,38.4,4,3.9,25.11,17.0,6,4.7,54.87,28.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20000,100.0,moderate,1.5,1.2,0.0,0.1,2.0,0.0,0.0,0.0,26.666666666666668,3,Mixed-Use Locality,2.8,0.8,1.2,3.2,3.6,15.2,1.6,2.4,0.0,0.0,0.5240770465489567,0.17,0.8,-78.8,0.04,0.5,-92.0,0.11,1.5,-92.7,0.21,0.3,-30.0,0.26,0.4,-35.0,1.11,0.6,85.0,0.71,2.0,-64.5,1.03,3.0,-65.7,0.0,0.7,-100.0,0.0,1.2,-100.0,Low Demand,Low Demand,Low Demand,Low Demand,Saturated,Growing,Saturated,Growing,Low Demand,Low Demand,18.6,11.6,7.8,5.8,4.2,1.2,10.8,2.8,4.1,-4.9,23.4,-14.6,3.0,-1.0,4.1,-1.9,2.5,2.5,0.4,0.4
Ghodbunder Road,TMC-H,19.255,72.968,Thane,0,4,8,6,4,2,4,12,2,18,0,2,0,7,3.9,56.77,5.0,12,4.0,123.12,26.0,3,4.3,17.88,9.1,10,4.6,110.3,17.8,5,3.5,31.36,9.5,7,3.8,55.31,3.2,1,4.8,3.33,2.3,1,4.3,2.98,1.5,2,4.0,8.79,6.1,0,0.0,0.0,0.0,22000,110.0,moderate,6.9,6.7,9.7,8.7,5.2,12.9,2.127659574468085,16.666666666666664,29.33333333333333,3,Mixed-Use Locality,0.886,1.519,0.38,1.266,0.633,0.886,0.127,0.127,0.253,0.0,0.6107544141252006,0.18,0.88,-79.5,0.56,0.55,1.8,0.14,1.65,-91.5,0.43,0.33,30.3,0.12,0.44,-72.7,0.11,0.66,-83.3,0.11,2.2,-95.0,0.06,3.3,-98.2,0.19,0.77,-75.3,0.0,1.32,-100.0,Low Demand,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,17.8,10.8,9.8,-2.2,7.2,4.2,10.2,0.2,8.8,3.8,31.1,24.1,4.0,3.0,3.1,2.1,5.0,3.0,1.1,1.1
Majiwada,TMC-I,19.2352,72.9793,Thane,4,6,16,4,10,24,10,18,4,20,0,4,2,20,3.7,225.29,19.8,12,3.9,120.04,25.3,0,0.0,0.0,0.0,13,4.7,161.25,26.0,2,4.0,8.79,2.7,8,4.3,75.58,4.3,5,3.7,33.15,22.4,7,4.2,61.14,31.3,2,3.6,7.91,5.5,1,4.2,2.91,9.4,24000,120.0,moderate,18.7,17.9,25.5,23.3,21.4,23.5,25.53191489361702,11.11111111111111,32.0,1,Mixed-Use Locality,1.015,0.609,0.0,0.66,0.102,0.406,0.254,0.355,0.102,0.051,0.8001605136436597,0.95,0.96,-1.0,0.71,0.6,18.3,0.0,1.8,-100.0,0.83,0.36,130.6,0.04,0.48,-91.7,0.19,0.72,-73.6,1.43,2.4,-40.4,1.75,3.6,-51.4,0.22,0.84,-73.8,0.49,1.44,-66.0,Low Demand,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Growing,Growing,Low Demand,Growing,24.6,4.6,12.1,0.1,6.6,6.6,17.9,4.9,12.9,10.9,51.8,43.8,6.0,1.0,4.0,-3.0,2.6,0.6,1.6,0.6
Balkum,TMC-J,19.2452,72.9893,Thane,2,4,2,2,8,0,0,0,2,16,0,0,0,13,4.7,161.25,14.2,4,3.9,25.11,5.3,4,4.5,28.97,14.8,16,4.5,203.99,32.9,10,4.4,105.51,31.9,25,4.7,382.83,22.0,4,4.5,28.97,19.6,0,0.0,0.0,0.0,5,4.8,43.0,29.7,1,4.5,3.12,10.1,20000,100.0,moderate,4.5,2.9,1.7,2.1,2.1,2.8,0.0,5.555555555555555,26.666666666666668,3,Mixed-Use Locality,2.364,0.727,0.727,2.909,1.818,4.545,0.727,0.0,0.909,0.182,0.57223113964687,0.49,0.8,-38.8,0.11,0.5,-78.0,0.21,1.5,-86.0,0.75,0.3,150.0,0.37,0.4,-7.5,0.69,0.6,15.0,0.9,2.0,-55.0,0.0,3.0,-100.0,0.85,0.7,21.4,0.38,1.2,-68.3,Low Demand,Low Demand,Low Demand,Growing,Growing,Low Demand,Low Demand,Low Demand,Growing,Growing,20.5,7.5,10.9,6.9,5.0,1.0,15.5,-0.5,9.2,-0.8,32.0,7.0,4.0,0.0,4.8,4.8,3.5,-1.5,0.8,-0.2
Pokhran Road,TMC-K,19.21,73.0065,Thane,0,0,14,0,0,0,0,4,0,0,2,0,2,16,4.6,208.52,18.4,1,4.0,2.77,0.6,5,3.5,31.36,16.0,13,4.5,154.38,24.9,10,3.8,91.12,27.5,7,4.1,59.68,3.4,4,4.5,28.97,19.6,4,4.1,26.39,13.5,1,4.5,3.12,2.2,0,0.0,0.0,0.0,20000,100.0,moderate,0.0,2.8,0.0,0.0,5.6,0.0,0.0,0.0,26.666666666666668,3,Mixed-Use Locality,16.0,1.0,5.0,13.0,10.0,7.0,4.0,4.0,1.0,0.0,0.5,0.55,0.8,-31.2,0.01,0.5,-98.0,0.2,1.5,-86.7,0.5,0.3,66.7,0.28,0.4,-30.0,0.09,0.6,-85.0,0.78,2.0,-61.0,0.47,3.0,-84.3,0.06,0.7,-91.4,0.0,1.2,-100.0,Saturated,Low Demand,Saturated,Saturated,Saturated,Low Demand,Saturated,Saturated,Low Demand,Low Demand,14.4,-1.6,7.2,6.2,4.4,-0.6,9.9,-3.1,5.9,-4.1,23.5,16.5,2.5,-1.5,4.0,0.0,2.0,1.0,0.4,0.4
Dombivli (East),KDMC-A,19.2157,73.0852,Thane,4,0,8,4,12,2,0,96,4,12,2,2,0,4,4.0,25.75,2.3,1,4.3,2.98,0.6,1,3.8,2.63,1.3,16,4.4,199.46,32.2,10,4.3,103.11,31.1,8,4.2,73.83,4.2,4,4.3,27.68,18.7,2,4.7,10.33,5.3,0,0.0,0.0,0.0,1,4.4,3.05,9.9,14000,70.0,budget,5.9,5.6,2.6,2.0,5.2,3.5,2.127659574468085,11.11111111111111,18.666666666666668,3,Mixed-Use Locality,0.58,0.145,0.145,2.319,1.449,1.159,0.58,0.29,0.0,0.145,0.5947030497592295,0.08,0.56,-85.7,0.01,0.35,-97.1,0.02,1.05,-98.1,0.77,0.21,266.7,0.37,0.28,32.1,0.14,0.42,-66.7,0.89,1.4,-36.4,0.22,2.1,-89.5,0.0,0.49,-100.0,0.38,0.84,-54.8,Low Demand,Low Demand,Low Demand,Growing,Growing,Low Demand,Low Demand,Low Demand,Low Demand,Growing,21.4,17.4,8.2,7.2,5.1,4.1,17.2,1.2,8.2,-1.8,29.4,21.4,3.8,-0.2,4.9,2.9,6.0,6.0,1.2,0.2
Dombivli (West),KDMC-B,19.2118,73.0785,Thane,2,0,8,4,4,0,0,16,2,10,0,0,0,3,3.8,15.8,1.4,2,3.6,7.91,1.7,7,3.9,56.77,29.0,6,3.8,44.37,7.2,9,3.7,76.68,23.2,7,4.3,62.59,3.6,2,3.6,7.91,5.4,4,4.6,29.61,15.1,4,4.3,27.68,19.1,0,0.0,0.0,0.0,20000,100.0,moderate,2.8,4.3,1.8,1.2,3.6,3.2,0.0,11.11111111111111,26.666666666666668,3,Mixed-Use Locality,0.789,0.526,1.842,1.579,2.368,1.842,0.526,1.053,1.053,0.0,0.5449438202247191,0.05,0.8,-93.8,0.03,0.5,-94.0,0.4,1.5,-73.3,0.16,0.3,-46.7,0.25,0.4,-37.5,0.11,0.6,-81.7,0.24,2.0,-88.0,0.58,3.0,-80.7,0.52,0.7,-25.7,0.0,1.2,-100.0,Low Demand,Low Demand,Growing,Low Demand,Saturated,Low Demand,Low Demand,Growing,Saturated,Low Demand,22.9,19.9,10.0,8.0,5.0,-2.0,13.2,7.2,9.4,0.4,33.9,26.9,4.4,2.4,3.4,-0.6,3.2,-0.8,1.1,1.1
Kalyan (East),KDMC-C,19.2437,73.1308,Thane,2,0,2,2,0,6,2,54,0,10,0,2,0,3,4.8,19.96,1.8,1,4.4,3.05,0.6,4,3.8,24.46,12.5,14,4.1,155.44,25.1,7,4.7,68.41,20.7,28,3.6,339.42,19.5,0,0.0,0.0,0.0,2,3.5,7.69,3.9,5,4.2,37.63,26.0,0,0.0,0.0,0.0,20000,100.0,moderate,4.1,4.5,6.2,5.5,4.4,6.0,6.382978723404255,5.555555555555555,26.666666666666668,3,Mixed-Use Locality,0.588,0.196,0.784,2.745,1.373,5.49,0.0,0.392,0.98,0.0,0.5658105939004815,0.06,0.8,-92.5,0.01,0.5,-98.0,0.18,1.5,-88.0,0.57,0.3,90.0,0.23,0.4,-42.5,0.61,0.6,1.7,0.0,2.0,-100.0,0.15,3.0,-95.0,0.74,0.7,5.7,0.0,1.2,-100.0,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Low Demand,Growing,Low Demand,25.2,22.2,12.1,11.1,5.2,1.2,12.8,-1.2,6.2,-0.8,29.4,1.4,3.6,3.6,3.6,1.6,6.2,1.2,0.9,0.9
Kalyan (West),KDMC-D,19.2355,73.1249,Thane,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4.8,131.2,11.6,9,3.8,78.75,16.6,4,4.4,28.33,14.5,4,4.0,25.75,4.2,2,3.8,8.35,2.5,17,4.2,206.37,11.9,2,4.6,10.11,6.8,1,3.6,2.5,1.3,2,3.7,8.13,5.6,0,0.0,0.0,0.0,15000,75.0,budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3,Mixed-Use Locality,11.0,9.0,4.0,4.0,2.0,17.0,2.0,1.0,2.0,0.0,0.5,0.35,0.6,-41.7,0.29,0.38,-23.7,0.18,1.12,-83.9,0.08,0.22,-63.6,0.02,0.3,-93.3,0.33,0.45,-26.7,0.27,1.5,-82.0,0.05,2.25,-97.8,0.14,0.52,-73.1,0.0,0.9,-100.0,Saturated,Saturated,Saturated,Saturated,Saturated,Saturated,Saturated,Saturated,Saturated,Low Demand,12.5,1.5,6.6,-2.4,4.6,0.6,12.2,8.2,5.4,3.4,23.6,6.6,2.1,0.1,3.5,2.5,2.8,0.8,0.5,0.5
Ulhasnagar,UMC-A,19.2183,73.1544,Thane,2,0,0,2,0,2,0,6,0,0,0,0,0,28,3.8,358.28,31.6,13,4.7,161.25,34.0,2,3.8,8.35,4.3,12,4.7,144.66,23.4,3,3.9,16.22,4.9,10,4.3,103.11,5.9,4,4.6,29.61,20.0,6,4.1,47.87,24.5,3,4.0,16.64,11.5,0,0.0,0.0,0.0,20000,100.0,moderate,1.5,2.4,1.2,0.6,1.5,1.1,2.127659574468085,5.555555555555555,26.666666666666668,3,Mixed-Use Locality,11.2,5.2,0.8,4.8,1.2,4.0,1.6,2.4,1.2,0.0,0.5240770465489567,0.99,0.8,23.7,0.62,0.5,24.0,0.06,1.5,-96.0,0.49,0.3,63.3,0.05,0.4,-87.5,0.17,0.6,-71.7,0.84,2.0,-58.0,0.9,3.0,-70.0,0.3,0.7,-57.1,0.0,1.2,-100.0,Growing,Growing,Low Demand,Saturated,Low Demand,Low Demand,Saturated,Growing,Saturated,Low Demand,13.8,-14.2,6.6,-6.4,3.9,1.9,11.4,-0.6,5.2,2.2,25.8,15.8,2.8,-1.2,3.8,-2.2,2.2,-0.8,0.4,0.4
Bhiwandi,BCC-A,19.2967,73.0585,Thane,0,0,0,2,0,4,0,38,0,4,0,0,0,25,4.5,366.54,32.3,13,3.5,120.08,25.3,0,0.0,0.0,0.0,4,3.6,23.18,3.7,2,4.0,8.79,2.7,32,4.7,525.87,30.3,2,3.9,8.57,5.8,4,3.8,24.46,12.5,4,4.1,26.39,18.2,0,0.0,0.0,0.0,20000,100.0,moderate,1.7,2.8,2.1,1.3,2.1,1.5,4.25531914893617,5.555555555555555,26.666666666666668,3,Mixed-Use Locality,9.259,4.815,0.0,1.481,0.741,11.852,0.741,1.481,1.481,0.0,0.5272873194221509,1.02,0.8,27.5,0.47,0.5,-6.0,0.0,1.5,-100.0,0.08,0.3,-73.3,0.03,0.4,-92.5,0.88,0.6,46.7,0.24,2.0,-88.0,0.46,3.0,-84.7,0.48,0.7,-31.4,0.0,1.2,-100.0,Growing,Growing,Low Demand,Low Demand,Low Demand,Growing,Low Demand,Saturated,Saturated,Low Demand,17.9,-7.1,8.6,-4.4,4.5,4.5,11.9,7.9,5.1,3.1,24.0,-8.0,2.6,0.6,4.2,0.2,3.8,-0.2,0.5,0.5
Murbad,TMC-L,19.2574,73.3912,Thane,0,0,0,0,0,0,0,4,0,0,0,0,0,14,4.1,155.44,13.7,1,3.5,2.43,0.5,2,4.5,9.89,5.1,14,4.5,170.61,27.6,4,3.9,25.11,7.6,17,4.6,226.03,13.0,2,3.9,8.57,5.8,3,4.3,17.88,9.1,2,3.8,8.35,5.8,0,0.0,0.0,0.0,20000,100.0,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,3,Mixed-Use Locality,14.0,1.0,2.0,14.0,4.0,17.0,2.0,3.0,2.0,0.0,0.5,0.41,0.8,-48.8,0.01,0.5,-98.0,0.06,1.5,-96.0,0.55,0.3,83.3,0.08,0.4,-80.0,0.36,0.6,-40.0,0.23,2.0,-88.5,0.32,3.0,-89.3,0.14,0.7,-80.0,0.0,1.2,-100.0,Saturated,Low Demand,Saturated,Saturated,Saturated,Saturated,Saturated,Saturated,Saturated,Low Demand,16.4,2.4,7.4,6.4,4.9,2.9,10.9,-3.1,4.4,0.4,28.4,11.4,2.8,0.8,4.0,1.0,2.2,0.2,0.6,0.6
Ambernath,AMC-A,19.1979,73.1874,Thane,0,0,0,0,0,0,0,8,0,0,0,0,0,20,4.4,267.92,23.6,12,4.3,132.35,27.9,3,4.0,16.64,8.5,12,3.9,120.04,19.4,7,4.3,62.59,18.9,35,3.8,476.61,27.4,5,4.1,36.73,24.9,6,4.0,46.7,23.9,2,4.6,10.11,7.0,1,3.8,2.63,8.5,20000,100.0,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,3,Mixed-Use Locality,20.0,12.0,3.0,12.0,7.0,35.0,5.0,6.0,2.0,1.0,0.5,0.71,0.8,-11.3,0.49,0.5,-2.0,0.11,1.5,-92.7,0.39,0.3,30.0,0.19,0.4,-52.5,0.75,0.6,25.0,1.0,2.0,-50.0,0.84,3.0,-72.0,0.18,0.7,-74.3,0.28,1.2,-76.7,Growing,Growing,Saturated,Saturated,Saturated,Saturated,Growing,Growing,Saturated,Saturated,15.6,-4.4,6.0,-6.0,4.8,1.8,11.1,-0.9,4.0,-3.0,26.1,-8.9,2.4,-2.6,3.6,-2.4,2.2,0.2,0.5,-0.5
Badlapur,TMC-M,19.155,73.2547,Thane,0,0,0,0,0,2,0,2,0,4,0,0,0,14,3.7,140.28,12.4,11,4.8,131.2,27.7,4,4.7,30.26,15.5,6,4.1,47.87,7.7,2,4.4,9.67,2.9,8,4.8,84.37,4.9,2,4.0,8.79,5.9,1,4.3,2.98,1.5,4,4.5,28.97,20.0,0,0.0,0.0,0.0,20000,100.0,moderate,0.7,0.9,0.9,0.8,1.1,0.4,2.127659574468085,0.0,26.666666666666668,3,Mixed-Use Locality,8.235,6.471,2.353,3.529,1.176,4.706,1.176,0.588,2.353,0.0,0.5112359550561798,0.38,0.8,-52.5,0.5,0.5,0.0,0.2,1.5,-86.7,0.16,0.3,-46.7,0.03,0.4,-92.5,0.14,0.6,-76.7,0.24,2.0,-88.0,0.05,3.0,-98.3,0.51,0.7,-27.1,0.0,1.2,-100.0,Saturated,Growing,Saturated,Saturated,Low Demand,Low Demand,Saturated,Low Demand,Growing,Low Demand,14.8,0.8,4.8,-6.2,4.5,0.5,11.5,5.5,4.8,2.8,29.1,21.1,2.5,0.5,3.9,2.9,2.4,-1.6,0.5,0.5
